sigXX-0.0;sigYY-0.0;sigXX-0.1;sigYY-0.1;sigXX-0.2;sigYY-0.2;sigXX-0.3;sigYY-0.3;sigXX-0.4;sigYY-0.4;tau_sigXX;tau_sigYY;tau_sigXY;aniso_theta;aniso_sig0;aniso_r
0.437151;-0.645125;0.429912;-0.634443;0.407497;-0.601364;0.367379;-0.542159;0.303119;-0.447327;0.353875;0.352540;-0.520151;nan;nan;nan
0.437515;-0.644790;0.430271;-0.634114;0.407837;-0.601052;0.367686;-0.541879;0.303372;-0.447096;0.354294;0.352952;-0.520056;nan;nan;nan
0.437880;-0.644456;0.430629;-0.633785;0.408177;-0.600740;0.367993;-0.541598;0.303626;-0.446866;0.354713;0.353365;-0.519961;nan;nan;nan
0.438244;-0.644121;0.430988;-0.633455;0.408517;-0.600428;0.368299;-0.541317;0.303879;-0.446635;0.355133;0.353778;-0.519865;nan;nan;nan
0.438608;-0.643786;0.431346;-0.633126;0.408857;-0.600116;0.368606;-0.541037;0.304133;-0.446404;0.355552;0.354191;-0.519769;nan;nan;nan
0.438972;-0.643451;0.431704;-0.632797;0.409196;-0.599805;0.368912;-0.540756;0.304386;-0.446173;0.355972;0.354604;-0.519674;nan;nan;nan
0.439336;-0.643116;0.432062;-0.632467;0.409536;-0.599493;0.369219;-0.540476;0.304640;-0.445942;0.356392;0.355017;-0.519578;nan;nan;nan
0.439700;-0.642781;0.432420;-0.632138;0.409875;-0.599181;0.369525;-0.540195;0.304893;-0.445711;0.356811;0.355430;-0.519482;nan;nan;nan
0.440064;-0.642446;0.432778;-0.631809;0.410215;-0.598869;0.369832;-0.539914;0.305146;-0.445481;0.357232;0.355844;-0.519385;nan;nan;nan
0.440428;-0.642111;0.433135;-0.631480;0.410554;-0.598557;0.370138;-0.539634;0.305399;-0.445250;0.357652;0.356257;-0.519289;nan;nan;nan
0.440791;-0.641776;0.433493;-0.631150;0.410893;-0.598246;0.370444;-0.539353;0.305652;-0.445019;0.358072;0.356671;-0.519192;nan;nan;nan
0.441155;-0.641441;0.433851;-0.630821;0.411232;-0.597934;0.370750;-0.539073;0.305905;-0.444788;0.358493;0.357085;-0.519095;nan;nan;nan
0.441518;-0.641106;0.434208;-0.630492;0.411571;-0.597622;0.371056;-0.538792;0.306158;-0.444557;0.358913;0.357499;-0.518998;nan;nan;nan
0.441881;-0.640771;0.434565;-0.630163;0.411910;-0.597310;0.371362;-0.538512;0.306411;-0.444326;0.359334;0.357913;-0.518901;nan;nan;nan
0.442244;-0.640437;0.434922;-0.629833;0.412249;-0.596999;0.371668;-0.538231;0.306664;-0.444096;0.359755;0.358327;-0.518804;nan;nan;nan
0.442607;-0.640102;0.435280;-0.629504;0.412588;-0.596687;0.371974;-0.537951;0.306917;-0.443865;0.360176;0.358741;-0.518707;nan;nan;nan
0.442970;-0.639767;0.435637;-0.629175;0.412926;-0.596375;0.372279;-0.537670;0.307169;-0.443634;0.360597;0.359155;-0.518609;nan;nan;nan
0.443333;-0.639432;0.435994;-0.628846;0.413265;-0.596064;0.372585;-0.537390;0.307422;-0.443403;0.361019;0.359570;-0.518511;nan;nan;nan
0.443696;-0.639097;0.436350;-0.628517;0.413603;-0.595752;0.372890;-0.537109;0.307674;-0.443172;0.361440;0.359985;-0.518413;nan;nan;nan
0.444059;-0.638762;0.436707;-0.628188;0.413942;-0.595440;0.373196;-0.536829;0.307927;-0.442942;0.361862;0.360399;-0.518315;nan;nan;nan
0.444421;-0.638428;0.437064;-0.627858;0.414280;-0.595129;0.373501;-0.536548;0.308179;-0.442711;0.362284;0.360814;-0.518217;nan;nan;nan
0.444784;-0.638093;0.437420;-0.627529;0.414618;-0.594817;0.373806;-0.536268;0.308431;-0.442480;0.362706;0.361229;-0.518118;nan;nan;nan
0.445146;-0.637758;0.437777;-0.627200;0.414956;-0.594505;0.374111;-0.535987;0.308684;-0.442249;0.363128;0.361644;-0.518020;nan;nan;nan
0.445508;-0.637423;0.438133;-0.626871;0.415294;-0.594194;0.374417;-0.535707;0.308936;-0.442019;0.363550;0.362060;-0.517921;nan;nan;nan
0.445871;-0.637089;0.438489;-0.626542;0.415632;-0.593882;0.374722;-0.535426;0.309188;-0.441788;0.363972;0.362475;-0.517822;nan;nan;nan
0.446233;-0.636754;0.438846;-0.626213;0.415970;-0.593570;0.375026;-0.535146;0.309440;-0.441557;0.364395;0.362891;-0.517723;nan;nan;nan
0.446595;-0.636419;0.439202;-0.625884;0.416308;-0.593259;0.375331;-0.534865;0.309692;-0.441326;0.364818;0.363306;-0.517624;nan;nan;nan
0.446957;-0.636084;0.439558;-0.625555;0.416645;-0.592947;0.375636;-0.534585;0.309944;-0.441096;0.365240;0.363722;-0.517524;nan;nan;nan
0.447318;-0.635750;0.439914;-0.625226;0.416983;-0.592635;0.375941;-0.534305;0.310196;-0.440865;0.365663;0.364138;-0.517425;nan;nan;nan
0.447680;-0.635415;0.440269;-0.624897;0.417320;-0.592324;0.376245;-0.534024;0.310448;-0.440634;0.366087;0.364554;-0.517325;nan;nan;nan
0.448042;-0.635080;0.440625;-0.624567;0.417658;-0.592012;0.376550;-0.533744;0.310699;-0.440403;0.366510;0.364970;-0.517225;nan;nan;nan
0.448403;-0.634746;0.440981;-0.624238;0.417995;-0.591701;0.376854;-0.533463;0.310951;-0.440173;0.366933;0.365386;-0.517125;nan;nan;nan
0.448765;-0.634411;0.441336;-0.623909;0.418332;-0.591389;0.377159;-0.533183;0.311203;-0.439942;0.367357;0.365803;-0.517024;nan;nan;nan
0.449126;-0.634076;0.441692;-0.623580;0.418669;-0.591077;0.377463;-0.532902;0.311454;-0.439711;0.367781;0.366219;-0.516924;nan;nan;nan
0.449487;-0.633742;0.442047;-0.623251;0.419006;-0.590766;0.377767;-0.532622;0.311706;-0.439480;0.368205;0.366636;-0.516823;nan;nan;nan
0.449848;-0.633407;0.442402;-0.622922;0.419343;-0.590454;0.378071;-0.532342;0.311957;-0.439250;0.368629;0.367053;-0.516723;nan;nan;nan
0.450209;-0.633072;0.442757;-0.622593;0.419680;-0.590143;0.378375;-0.532061;0.312208;-0.439019;0.369053;0.367470;-0.516622;nan;nan;nan
0.450570;-0.632738;0.443112;-0.622264;0.420017;-0.589831;0.378679;-0.531781;0.312460;-0.438788;0.369477;0.367887;-0.516521;nan;nan;nan
0.450931;-0.632403;0.443467;-0.621935;0.420354;-0.589520;0.378983;-0.531500;0.312711;-0.438557;0.369902;0.368304;-0.516419;nan;nan;nan
0.451292;-0.632068;0.443822;-0.621606;0.420690;-0.589208;0.379287;-0.531220;0.312962;-0.438327;0.370326;0.368721;-0.516318;nan;nan;nan
0.451653;-0.631734;0.444177;-0.621277;0.421027;-0.588897;0.379591;-0.530940;0.313213;-0.438096;0.370751;0.369139;-0.516216;nan;nan;nan
0.452013;-0.631399;0.444532;-0.620948;0.421363;-0.588585;0.379895;-0.530659;0.313464;-0.437865;0.371176;0.369556;-0.516114;nan;nan;nan
0.452374;-0.631064;0.444886;-0.620619;0.421700;-0.588274;0.380198;-0.530379;0.313715;-0.437635;0.371601;0.369974;-0.516012;nan;nan;nan
0.452734;-0.630730;0.445241;-0.620290;0.422036;-0.587962;0.380502;-0.530099;0.313966;-0.437404;0.372026;0.370391;-0.515910;nan;nan;nan
0.453095;-0.630395;0.445595;-0.619961;0.422372;-0.587651;0.380805;-0.529818;0.314217;-0.437173;0.372451;0.370809;-0.515808;nan;nan;nan
0.453455;-0.630061;0.445950;-0.619633;0.422708;-0.587339;0.381108;-0.529538;0.314468;-0.436942;0.372877;0.371227;-0.515705;nan;nan;nan
0.453815;-0.629726;0.446304;-0.619304;0.423044;-0.587028;0.381412;-0.529257;0.314718;-0.436712;0.373303;0.371646;-0.515603;nan;nan;nan
0.454175;-0.629392;0.446658;-0.618975;0.423380;-0.586716;0.381715;-0.528977;0.314969;-0.436481;0.373728;0.372064;-0.515500;nan;nan;nan
0.454535;-0.629057;0.447012;-0.618646;0.423716;-0.586405;0.382018;-0.528697;0.315220;-0.436250;0.374154;0.372482;-0.515397;nan;nan;nan
0.454895;-0.628722;0.447366;-0.618317;0.424052;-0.586093;0.382321;-0.528416;0.315470;-0.436020;0.374581;0.372901;-0.515294;nan;nan;nan
0.455255;-0.628388;0.447720;-0.617988;0.424387;-0.585782;0.382624;-0.528136;0.315721;-0.435789;0.375007;0.373319;-0.515190;nan;nan;nan
0.455614;-0.628053;0.448074;-0.617659;0.424723;-0.585470;0.382927;-0.527856;0.315971;-0.435558;0.375433;0.373738;-0.515087;nan;nan;nan
0.455974;-0.627719;0.448428;-0.617330;0.425058;-0.585159;0.383230;-0.527575;0.316221;-0.435328;0.375860;0.374157;-0.514983;nan;nan;nan
0.456334;-0.627384;0.448781;-0.617001;0.425394;-0.584847;0.383533;-0.527295;0.316472;-0.435097;0.376287;0.374576;-0.514879;nan;nan;nan
0.456693;-0.627050;0.449135;-0.616672;0.425729;-0.584536;0.383835;-0.527015;0.316722;-0.434866;0.376713;0.374995;-0.514775;nan;nan;nan
0.457052;-0.626715;0.449488;-0.616343;0.426064;-0.584224;0.384138;-0.526734;0.316972;-0.434635;0.377140;0.375415;-0.514671;nan;nan;nan
0.457412;-0.626381;0.449842;-0.616015;0.426400;-0.583913;0.384441;-0.526454;0.317222;-0.434405;0.377568;0.375834;-0.514566;nan;nan;nan
0.457771;-0.626046;0.450195;-0.615686;0.426735;-0.583601;0.384743;-0.526174;0.317472;-0.434174;0.377995;0.376253;-0.514462;nan;nan;nan
0.458130;-0.625712;0.450548;-0.615357;0.427070;-0.583290;0.385046;-0.525893;0.317722;-0.433943;0.378422;0.376673;-0.514357;nan;nan;nan
0.458489;-0.625377;0.450901;-0.615028;0.427405;-0.582979;0.385348;-0.525613;0.317972;-0.433713;0.378850;0.377093;-0.514252;nan;nan;nan
0.458848;-0.625043;0.451255;-0.614699;0.427740;-0.582667;0.385650;-0.525333;0.318222;-0.433482;0.379278;0.377513;-0.514147;nan;nan;nan
0.459207;-0.624708;0.451608;-0.614370;0.428074;-0.582356;0.385952;-0.525053;0.318472;-0.433251;0.379706;0.377933;-0.514042;nan;nan;nan
0.459565;-0.624374;0.451960;-0.614041;0.428409;-0.582044;0.386254;-0.524772;0.318721;-0.433021;0.380134;0.378353;-0.513936;nan;nan;nan
0.459924;-0.624039;0.452313;-0.613713;0.428744;-0.581733;0.386557;-0.524492;0.318971;-0.432790;0.380562;0.378773;-0.513831;nan;nan;nan
0.460283;-0.623705;0.452666;-0.613384;0.429078;-0.581422;0.386859;-0.524212;0.319221;-0.432559;0.380990;0.379194;-0.513725;nan;nan;nan
0.460641;-0.623370;0.453019;-0.613055;0.429413;-0.581110;0.387160;-0.523931;0.319470;-0.432329;0.381419;0.379614;-0.513619;nan;nan;nan
0.461000;-0.623036;0.453371;-0.612726;0.429747;-0.580799;0.387462;-0.523651;0.319720;-0.432098;0.381848;0.380035;-0.513513;nan;nan;nan
0.461358;-0.622702;0.453724;-0.612397;0.430082;-0.580487;0.387764;-0.523371;0.319969;-0.431867;0.382277;0.380456;-0.513407;nan;nan;nan
0.461716;-0.622367;0.454076;-0.612069;0.430416;-0.580176;0.388066;-0.523090;0.320219;-0.431637;0.382706;0.380877;-0.513300;nan;nan;nan
0.462074;-0.622033;0.454428;-0.611740;0.430750;-0.579865;0.388367;-0.522810;0.320468;-0.431406;0.383135;0.381298;-0.513193;nan;nan;nan
0.462432;-0.621698;0.454781;-0.611411;0.431084;-0.579553;0.388669;-0.522530;0.320717;-0.431175;0.383564;0.381719;-0.513086;nan;nan;nan
0.462790;-0.621364;0.455133;-0.611082;0.431418;-0.579242;0.388970;-0.522250;0.320967;-0.430944;0.383993;0.382140;-0.512979;nan;nan;nan
0.463148;-0.621029;0.455485;-0.610753;0.431752;-0.578930;0.389272;-0.521969;0.321216;-0.430714;0.384423;0.382562;-0.512872;nan;nan;nan
0.463506;-0.620695;0.455837;-0.610425;0.432086;-0.578619;0.389573;-0.521689;0.321465;-0.430483;0.384853;0.382983;-0.512765;nan;nan;nan
0.463864;-0.620361;0.456189;-0.610096;0.432420;-0.578308;0.389875;-0.521409;0.321714;-0.430252;0.385283;0.383405;-0.512657;nan;nan;nan
0.464222;-0.620026;0.456541;-0.609767;0.432753;-0.577996;0.390176;-0.521128;0.321963;-0.430022;0.385713;0.383827;-0.512549;nan;nan;nan
0.464579;-0.619692;0.456892;-0.609438;0.433087;-0.577685;0.390477;-0.520848;0.322212;-0.429791;0.386143;0.384249;-0.512442;nan;nan;nan
0.464937;-0.619357;0.457244;-0.609109;0.433421;-0.577374;0.390778;-0.520568;0.322461;-0.429560;0.386573;0.384671;-0.512333;nan;nan;nan
0.465294;-0.619023;0.457596;-0.608781;0.433754;-0.577062;0.391079;-0.520288;0.322710;-0.429330;0.387004;0.385093;-0.512225;nan;nan;nan
0.465652;-0.618688;0.457947;-0.608452;0.434088;-0.576751;0.391380;-0.520007;0.322958;-0.429099;0.387435;0.385515;-0.512117;nan;nan;nan
0.466009;-0.618354;0.458299;-0.608123;0.434421;-0.576439;0.391681;-0.519727;0.323207;-0.428868;0.387865;0.385938;-0.512008;nan;nan;nan
0.466366;-0.618020;0.458650;-0.607794;0.434754;-0.576128;0.391982;-0.519447;0.323456;-0.428638;0.388296;0.386360;-0.511899;nan;nan;nan
0.466723;-0.617685;0.459001;-0.607466;0.435087;-0.575817;0.392282;-0.519166;0.323704;-0.428407;0.388728;0.386783;-0.511790;nan;nan;nan
0.467080;-0.617351;0.459352;-0.607137;0.435420;-0.575505;0.392583;-0.518886;0.323953;-0.428176;0.389159;0.387206;-0.511681;nan;nan;nan
0.467437;-0.617017;0.459704;-0.606808;0.435753;-0.575194;0.392884;-0.518606;0.324201;-0.427945;0.389590;0.387629;-0.511572;nan;nan;nan
0.467794;-0.616682;0.460055;-0.606479;0.436086;-0.574883;0.393184;-0.518326;0.324450;-0.427715;0.390022;0.388052;-0.511462;nan;nan;nan
0.468151;-0.616348;0.460406;-0.606151;0.436419;-0.574571;0.393485;-0.518045;0.324698;-0.427484;0.390454;0.388475;-0.511352;nan;nan;nan
0.468508;-0.616013;0.460756;-0.605822;0.436752;-0.574260;0.393785;-0.517765;0.324947;-0.427253;0.390886;0.388899;-0.511242;nan;nan;nan
0.468864;-0.615679;0.461107;-0.605493;0.437085;-0.573949;0.394085;-0.517485;0.325195;-0.427023;0.391318;0.389322;-0.511132;nan;nan;nan
0.469221;-0.615345;0.461458;-0.605164;0.437418;-0.573637;0.394386;-0.517205;0.325443;-0.426792;0.391750;0.389746;-0.511022;nan;nan;nan
0.469577;-0.615010;0.461809;-0.604836;0.437750;-0.573326;0.394686;-0.516924;0.325691;-0.426561;0.392182;0.390169;-0.510911;nan;nan;nan
0.469934;-0.614676;0.462159;-0.604507;0.438083;-0.573015;0.394986;-0.516644;0.325939;-0.426330;0.392615;0.390593;-0.510801;nan;nan;nan
0.470290;-0.614342;0.462510;-0.604178;0.438415;-0.572703;0.395286;-0.516364;0.326187;-0.426100;0.393047;0.391017;-0.510690;nan;nan;nan
0.470646;-0.614007;0.462860;-0.603849;0.438748;-0.572392;0.395586;-0.516083;0.326435;-0.425869;0.393480;0.391441;-0.510579;nan;nan;nan
0.471003;-0.613673;0.463211;-0.603521;0.439080;-0.572081;0.395886;-0.515803;0.326683;-0.425638;0.393913;0.391866;-0.510468;nan;nan;nan
0.471359;-0.613339;0.463561;-0.603192;0.439412;-0.571769;0.396186;-0.515523;0.326931;-0.425408;0.394346;0.392290;-0.510356;nan;nan;nan
0.471715;-0.613004;0.463911;-0.602863;0.439744;-0.571458;0.396486;-0.515243;0.327179;-0.425177;0.394780;0.392714;-0.510245;nan;nan;nan
0.472071;-0.612670;0.464261;-0.602534;0.440076;-0.571147;0.396786;-0.514962;0.327427;-0.424946;0.395213;0.393139;-0.510133;nan;nan;nan
0.472427;-0.612336;0.464611;-0.602206;0.440409;-0.570835;0.397085;-0.514682;0.327675;-0.424715;0.395647;0.393564;-0.510021;nan;nan;nan
0.472783;-0.612001;0.464961;-0.601877;0.440741;-0.570524;0.397385;-0.514402;0.327922;-0.424485;0.396081;0.393989;-0.509909;nan;nan;nan
0.473138;-0.611667;0.465311;-0.601548;0.441072;-0.570212;0.397685;-0.514121;0.328170;-0.424254;0.396515;0.394414;-0.509797;nan;nan;nan
0.473494;-0.611333;0.465661;-0.601220;0.441404;-0.569901;0.397984;-0.513841;0.328418;-0.424023;0.396949;0.394839;-0.509684;nan;nan;nan
0.473850;-0.610998;0.466011;-0.600891;0.441736;-0.569590;0.398284;-0.513561;0.328665;-0.423792;0.397383;0.395264;-0.509571;nan;nan;nan
0.474205;-0.610664;0.466361;-0.600562;0.442068;-0.569278;0.398583;-0.513281;0.328913;-0.423562;0.397817;0.395690;-0.509459;nan;nan;nan
0.474561;-0.610329;0.466710;-0.600233;0.442399;-0.568967;0.398882;-0.513000;0.329160;-0.423331;0.398252;0.396115;-0.509345;nan;nan;nan
0.474916;-0.609995;0.467060;-0.599905;0.442731;-0.568656;0.399182;-0.512720;0.329408;-0.423100;0.398687;0.396541;-0.509232;nan;nan;nan
0.475271;-0.609661;0.467409;-0.599576;0.443062;-0.568344;0.399481;-0.512440;0.329655;-0.422869;0.399122;0.396966;-0.509119;nan;nan;nan
0.475627;-0.609326;0.467759;-0.599247;0.443394;-0.568033;0.399780;-0.512159;0.329902;-0.422639;0.399557;0.397392;-0.509005;nan;nan;nan
0.475982;-0.608992;0.468108;-0.598919;0.443725;-0.567722;0.400079;-0.511879;0.330149;-0.422408;0.399992;0.397818;-0.508891;nan;nan;nan
0.476337;-0.608658;0.468458;-0.598590;0.444056;-0.567410;0.400378;-0.511599;0.330397;-0.422177;0.400427;0.398245;-0.508777;nan;nan;nan
0.476692;-0.608323;0.468807;-0.598261;0.444388;-0.567099;0.400677;-0.511318;0.330644;-0.421946;0.400863;0.398671;-0.508663;nan;nan;nan
0.477047;-0.607989;0.469156;-0.597932;0.444719;-0.566788;0.400976;-0.511038;0.330891;-0.421715;0.401298;0.399097;-0.508549;nan;nan;nan
0.477402;-0.607655;0.469505;-0.597604;0.445050;-0.566476;0.401275;-0.510758;0.331138;-0.421485;0.401734;0.399524;-0.508434;nan;nan;nan
0.477757;-0.607320;0.469854;-0.597275;0.445381;-0.566165;0.401574;-0.510477;0.331385;-0.421254;0.402170;0.399951;-0.508320;nan;nan;nan
0.478111;-0.606986;0.470203;-0.596946;0.445712;-0.565854;0.401872;-0.510197;0.331632;-0.421023;0.402606;0.400377;-0.508205;nan;nan;nan
0.478466;-0.606652;0.470552;-0.596617;0.446043;-0.565542;0.402171;-0.509917;0.331879;-0.420792;0.403043;0.400804;-0.508089;nan;nan;nan
0.478821;-0.606317;0.470901;-0.596289;0.446374;-0.565231;0.402470;-0.509636;0.332125;-0.420561;0.403479;0.401231;-0.507974;nan;nan;nan
0.479175;-0.605983;0.471249;-0.595960;0.446704;-0.564920;0.402768;-0.509356;0.332372;-0.420331;0.403916;0.401659;-0.507859;nan;nan;nan
0.479530;-0.605649;0.471598;-0.595631;0.447035;-0.564608;0.403067;-0.509076;0.332619;-0.420100;0.404352;0.402086;-0.507743;nan;nan;nan
0.479884;-0.605314;0.471947;-0.595303;0.447366;-0.564297;0.403365;-0.508795;0.332866;-0.419869;0.404789;0.402513;-0.507627;nan;nan;nan
0.480238;-0.604980;0.472295;-0.594974;0.447696;-0.563985;0.403664;-0.508515;0.333112;-0.419638;0.405226;0.402941;-0.507511;nan;nan;nan
0.480593;-0.604646;0.472644;-0.594645;0.448027;-0.563674;0.403962;-0.508235;0.333359;-0.419407;0.405664;0.403369;-0.507395;nan;nan;nan
0.480947;-0.604311;0.472992;-0.594316;0.448357;-0.563363;0.404260;-0.507954;0.333605;-0.419177;0.406101;0.403797;-0.507278;nan;nan;nan
0.481301;-0.603977;0.473340;-0.593988;0.448688;-0.563051;0.404558;-0.507674;0.333852;-0.418946;0.406539;0.404225;-0.507162;nan;nan;nan
0.481655;-0.603643;0.473689;-0.593659;0.449018;-0.562740;0.404857;-0.507394;0.334098;-0.418715;0.406976;0.404653;-0.507045;nan;nan;nan
0.482009;-0.603308;0.474037;-0.593330;0.449348;-0.562429;0.405155;-0.507113;0.334345;-0.418484;0.407414;0.405081;-0.506928;nan;nan;nan
0.482363;-0.602974;0.474385;-0.593001;0.449679;-0.562117;0.405453;-0.506833;0.334591;-0.418253;0.407852;0.405509;-0.506810;nan;nan;nan
0.482717;-0.602640;0.474733;-0.592673;0.450009;-0.561806;0.405751;-0.506553;0.334838;-0.418022;0.408290;0.405938;-0.506693;nan;nan;nan
0.483071;-0.602305;0.475081;-0.592344;0.450339;-0.561494;0.406049;-0.506272;0.335084;-0.417791;0.408729;0.406366;-0.506575;nan;nan;nan
0.483424;-0.601971;0.475429;-0.592015;0.450669;-0.561183;0.406346;-0.505992;0.335330;-0.417560;0.409167;0.406795;-0.506458;nan;nan;nan
0.483778;-0.601636;0.475777;-0.591686;0.450999;-0.560872;0.406644;-0.505711;0.335576;-0.417330;0.409606;0.407224;-0.506340;nan;nan;nan
0.484132;-0.601302;0.476125;-0.591358;0.451329;-0.560560;0.406942;-0.505431;0.335822;-0.417099;0.410045;0.407653;-0.506221;nan;nan;nan
0.484485;-0.600968;0.476473;-0.591029;0.451658;-0.560249;0.407240;-0.505151;0.336068;-0.416868;0.410484;0.408082;-0.506103;nan;nan;nan
0.484839;-0.600633;0.476820;-0.590700;0.451988;-0.559937;0.407537;-0.504870;0.336314;-0.416637;0.410923;0.408511;-0.505984;nan;nan;nan
0.485192;-0.600299;0.477168;-0.590371;0.452318;-0.559626;0.407835;-0.504590;0.336560;-0.416406;0.411362;0.408941;-0.505866;nan;nan;nan
0.485545;-0.599965;0.477515;-0.590042;0.452648;-0.559315;0.408132;-0.504309;0.336806;-0.416175;0.411802;0.409370;-0.505747;nan;nan;nan
0.485899;-0.599630;0.477863;-0.589714;0.452977;-0.559003;0.408430;-0.504029;0.337052;-0.415944;0.412241;0.409800;-0.505628;nan;nan;nan
0.486252;-0.599296;0.478210;-0.589385;0.453307;-0.558692;0.408727;-0.503748;0.337298;-0.415713;0.412681;0.410230;-0.505508;nan;nan;nan
0.486605;-0.598961;0.478558;-0.589056;0.453636;-0.558380;0.409025;-0.503468;0.337544;-0.415482;0.413121;0.410660;-0.505389;nan;nan;nan
0.486958;-0.598627;0.478905;-0.588727;0.453966;-0.558069;0.409322;-0.503188;0.337790;-0.415251;0.413561;0.411090;-0.505269;nan;nan;nan
0.487311;-0.598293;0.479252;-0.588399;0.454295;-0.557757;0.409619;-0.502907;0.338035;-0.415020;0.414002;0.411520;-0.505149;nan;nan;nan
0.487664;-0.597958;0.479600;-0.588070;0.454624;-0.557446;0.409917;-0.502627;0.338281;-0.414789;0.414442;0.411950;-0.505029;nan;nan;nan
0.488017;-0.597624;0.479947;-0.587741;0.454954;-0.557134;0.410214;-0.502346;0.338527;-0.414558;0.414883;0.412381;-0.504908;nan;nan;nan
0.488370;-0.597289;0.480294;-0.587412;0.455283;-0.556823;0.410511;-0.502066;0.338772;-0.414327;0.415323;0.412811;-0.504788;nan;nan;nan
0.488723;-0.596955;0.480641;-0.587083;0.455612;-0.556511;0.410808;-0.501785;0.339018;-0.414096;0.415764;0.413242;-0.504667;nan;nan;nan
0.489075;-0.596621;0.480988;-0.586755;0.455941;-0.556200;0.411105;-0.501505;0.339263;-0.413865;0.416205;0.413673;-0.504546;nan;nan;nan
0.489428;-0.596286;0.481335;-0.586426;0.456270;-0.555889;0.411402;-0.501224;0.339509;-0.413634;0.416647;0.414104;-0.504425;nan;nan;nan
0.489781;-0.595952;0.481681;-0.586097;0.456599;-0.555577;0.411699;-0.500944;0.339754;-0.413403;0.417088;0.414535;-0.504304;nan;nan;nan
0.490133;-0.595617;0.482028;-0.585768;0.456928;-0.555266;0.411996;-0.500663;0.339999;-0.413172;0.417530;0.414966;-0.504182;nan;nan;nan
0.490486;-0.595283;0.482375;-0.585439;0.457257;-0.554954;0.412292;-0.500383;0.340245;-0.412941;0.417971;0.415397;-0.504061;nan;nan;nan
0.490838;-0.594948;0.482722;-0.585110;0.457585;-0.554643;0.412589;-0.500102;0.340490;-0.412710;0.418413;0.415829;-0.503939;nan;nan;nan
0.491190;-0.594614;0.483068;-0.584782;0.457914;-0.554331;0.412886;-0.499822;0.340735;-0.412479;0.418855;0.416260;-0.503816;nan;nan;nan
0.491543;-0.594280;0.483415;-0.584453;0.458243;-0.554020;0.413182;-0.499541;0.340980;-0.412248;0.419297;0.416692;-0.503694;nan;nan;nan
0.491895;-0.593945;0.483761;-0.584124;0.458571;-0.553708;0.413479;-0.499261;0.341225;-0.412017;0.419740;0.417124;-0.503572;nan;nan;nan
0.492247;-0.593611;0.484108;-0.583795;0.458900;-0.553396;0.413776;-0.498980;0.341471;-0.411786;0.420182;0.417556;-0.503449;nan;nan;nan
0.492599;-0.593276;0.484454;-0.583466;0.459228;-0.553085;0.414072;-0.498700;0.341716;-0.411555;0.420625;0.417988;-0.503326;nan;nan;nan
0.492951;-0.592942;0.484800;-0.583137;0.459557;-0.552773;0.414368;-0.498419;0.341961;-0.411324;0.421068;0.418420;-0.503203;nan;nan;nan
0.493303;-0.592607;0.485146;-0.582808;0.459885;-0.552462;0.414665;-0.498138;0.342206;-0.411093;0.421511;0.418853;-0.503079;nan;nan;nan
0.493655;-0.592273;0.485493;-0.582479;0.460214;-0.552150;0.414961;-0.497858;0.342451;-0.410862;0.421954;0.419285;-0.502956;nan;nan;nan
0.494007;-0.591938;0.485839;-0.582150;0.460542;-0.551839;0.415257;-0.497577;0.342695;-0.410631;0.422397;0.419718;-0.502832;nan;nan;nan
0.494359;-0.591604;0.486185;-0.581822;0.460870;-0.551527;0.415554;-0.497297;0.342940;-0.410400;0.422841;0.420151;-0.502708;nan;nan;nan
0.494711;-0.591269;0.486531;-0.581493;0.461198;-0.551216;0.415850;-0.497016;0.343185;-0.410168;0.423285;0.420583;-0.502584;nan;nan;nan
0.495063;-0.590935;0.486877;-0.581164;0.461526;-0.550904;0.416146;-0.496735;0.343430;-0.409937;0.423729;0.421016;-0.502460;nan;nan;nan
0.495414;-0.590600;0.487223;-0.580835;0.461854;-0.550592;0.416442;-0.496455;0.343675;-0.409706;0.424173;0.421450;-0.502335;nan;nan;nan
0.495766;-0.590265;0.487569;-0.580506;0.462182;-0.550281;0.416738;-0.496174;0.343919;-0.409475;0.424617;0.421883;-0.502211;nan;nan;nan
0.496117;-0.589931;0.487914;-0.580177;0.462510;-0.549969;0.417034;-0.495893;0.344164;-0.409244;0.425061;0.422316;-0.502086;nan;nan;nan
0.496469;-0.589596;0.488260;-0.579848;0.462838;-0.549657;0.417330;-0.495613;0.344408;-0.409013;0.425505;0.422750;-0.501960;nan;nan;nan
0.496820;-0.589262;0.488606;-0.579519;0.463166;-0.549346;0.417626;-0.495332;0.344653;-0.408781;0.425950;0.423183;-0.501835;nan;nan;nan
0.497172;-0.588927;0.488952;-0.579190;0.463494;-0.549034;0.417922;-0.495051;0.344898;-0.408550;0.426395;0.423617;-0.501710;nan;nan;nan
0.497523;-0.588593;0.489297;-0.578861;0.463822;-0.548723;0.418218;-0.494771;0.345142;-0.408319;0.426840;0.424051;-0.501584;nan;nan;nan
0.497874;-0.588258;0.489643;-0.578532;0.464149;-0.548411;0.418513;-0.494490;0.345386;-0.408088;0.427285;0.424485;-0.501458;nan;nan;nan
0.498226;-0.587923;0.489988;-0.578203;0.464477;-0.548099;0.418809;-0.494209;0.345631;-0.407856;0.427730;0.424919;-0.501332;nan;nan;nan
0.498577;-0.587589;0.490334;-0.577874;0.464805;-0.547788;0.419105;-0.493929;0.345875;-0.407625;0.428176;0.425354;-0.501205;nan;nan;nan
